BOR;AN;FI;FI_EJ;STATUT;HEB_MED;HEB_CHIR;HEB_PERINAT;HEB_PSY;HEB_SSR;HEB_SLD;MED;CHIRAMBU;PSY;RTH;CHIMIO;IRC;IVGAMP;CPP;HAD;SSR;URG;SMURSAMU;BLOC;IMAG;BIO;ANEST;MEDIC;STERIL;DIM;TELEMED;EMSP;DOULEUR;PALIA;MSOCIAL;CARDIO_INT;REA;CHIRCANCER;NEUROCHIR;NEURO_INT;GREFFE;BRULE;CHIRCAR
FILTRE;2019;010000024;010780054;DECLA;1;1;1;0;0;0;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;1
FILTRE;2019;010000024;010780054;INIT;1;1;1;0;0;0;1;1;0;1;1;1;1;0;1;0;1;1;1;;;;;;;;;;;;1;1;1;0;0;0;0;0
FILTRE;2019;010000032;010780062;DECLA;1;1;1;0;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0
FILTRE;2019;010000032;010780062;INIT;1;1;1;0;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2019;010000065;010780096;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
FILTRE;2019;010000065;010780096;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;010000081;010780112;DECLA;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;;;;;;;;
FILTRE;2019;010000081;010780112;INIT;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010000099;010780120;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2019;010000099;010780120;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;010000107;010780138;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2019;010000107;010780138;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;010000115;010009132;DECLA;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2019;010000115;010009132;INIT;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;010000131;010009132;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2019;010000131;010009132;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;010000180;010007987;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2019;010000180;010007987;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;010000198;010007987;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;010000198;010007987;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010000214;010007987;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
FILTRE;2019;010000214;010007987;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;010000495;010783009;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;;;;;;;;
FILTRE;2019;010000495;010783009;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010002129;750056335;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;010002129;750056335;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010005239;010008407;DECLA;1;1;1;0;1;0;1;1;0;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0
FILTRE;2019;010005239;010008407;INIT;1;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;010005379;010010718;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;010005379;010010718;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010006526;690796552;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;;;;;;;;
FILTRE;2019;010006526;690796552;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010007300;010007292;DECLA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;010007300;010007292;INIT;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010008852;010783009;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;010008852;010783009;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010009314;010780054;DECLA;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;010009314;010780054;INIT;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010009702;010780054;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;
FILTRE;2019;010009702;010780054;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010010171;010011559;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;010010171;010011559;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010780195;010000156;DECLA;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0
FILTRE;2019;010780195;010000156;INIT;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;;;;;;;;;;;;1;1;1;0;0;0;0;0
FILTRE;2019;010780203;010010718;DECLA;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0
FILTRE;2019;010780203;010010718;INIT;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2019;010780252;010783009;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;010780252;010783009;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010780278;010783009;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;010780278;010783009;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010780294;690000278;DECLA;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;010780294;690000278;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010780310;010000222;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;010780310;010000222;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010780328;010000222;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;010780328;010000222;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010780476;750005068;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;010780476;750005068;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010780492;360000707;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;010780492;360000707;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010780708;310021381;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;;;;;;;;
FILTRE;2019;010780708;310021381;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010780799;750721334;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;;;;;;;;
FILTRE;2019;010780799;750721334;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010786259;010008407;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;010786259;010008407;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010789006;210012290;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2019;010789006;210012290;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010789576;010780096;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;010789576;010780096;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;010789717;010008407;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;
FILTRE;2019;010789717;010008407;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020000089;020000022;DECLA;1;0;0;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0
FILTRE;2019;020000089;020000022;INIT;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;020000097;020000048;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
FILTRE;2019;020000097;020000048;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;020000105;020000055;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
FILTRE;2019;020000105;020000055;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;020000162;020000063;DECLA;1;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;1
FILTRE;2019;020000162;020000063;INIT;1;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;;;;;;;;;;;;1;1;1;0;0;0;0;0
FILTRE;2019;020000246;020000071;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2019;020000246;020000071;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;020000303;750814030;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;0;1;1;;;;;;;;
FILTRE;2019;020000303;750814030;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020000360;020014742;DECLA;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
FILTRE;2019;020000360;020014742;INIT;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2019;020000386;020000600;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;020000386;020000600;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020000394;020000253;DECLA;1;1;1;0;0;0;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0
FILTRE;2019;020000394;020000253;INIT;1;1;1;0;0;0;1;1;0;0;1;1;1;0;0;1;1;1;1;;;;;;;;;;;;0;1;1;0;0;0;0;0
FILTRE;2019;020000519;020000261;DECLA;1;1;1;0;1;0;1;1;0;1;1;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
FILTRE;2019;020000519;020000261;INIT;1;1;1;0;1;0;1;1;0;0;1;1;1;0;0;0;1;1;1;;;;;;;;;;;;1;1;1;0;0;0;0;0
FILTRE;2019;020000535;020000287;DECLA;1;1;1;0;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;1;1;0;0;0;0;0
FILTRE;2019;020000535;020000287;INIT;1;1;1;0;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;020000543;020000295;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;020000543;020000295;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020000915;020003620;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;;;;;;;;
FILTRE;2019;020000915;020003620;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020001061;020004404;DECLA;1;1;1;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0
FILTRE;2019;020001061;020004404;INIT;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;;;;;;;;;;;;0;1;0;0;0;0;0;0
FILTRE;2019;020001087;020004495;DECLA;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0
FILTRE;2019;020001087;020004495;INIT;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;020001772;590799995;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2019;020001772;590799995;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020001913;590799995;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2019;020001913;590799995;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020003877;020000253;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;020003877;020000253;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020004156;590805065;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;020004156;590805065;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020004297;020005179;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;;;;;;;;
FILTRE;2019;020004297;020005179;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020004677;020000261;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;
FILTRE;2019;020004677;020000261;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020005476;020000253;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;020005476;020000253;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020006441;590799995;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2019;020006441;590799995;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020006664;020000063;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;020006664;020000063;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020009684;020002085;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;020009684;020002085;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020010047;020001632;DECLA;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0
FILTRE;2019;020010047;020001632;INIT;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2019;020010310;750719361;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;
FILTRE;2019;020010310;750719361;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020010898;750721334;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;020010898;750721334;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020012860;590799995;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2019;020012860;590799995;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020014767;590805065;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;020014767;590805065;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020016242;590799995;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2019;020016242;590799995;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020016341;750814030;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;020016341;750814030;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020016366;020000063;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;020016366;020000063;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;020017075;590799995;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2019;020017075;590799995;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;030000012;030180020;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;030000012;030180020;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;030000061;030780092;DECLA;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0
FILTRE;2019;030000061;030780092;INIT;1;1;1;0;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;;;;;;;;;;;;1;1;1;0;0;0;0;0
FILTRE;2019;030000079;030780100;DECLA;1;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
FILTRE;2019;030000079;030780100;INIT;1;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0;1;1;1;;;;;;;;;;;;1;1;1;0;0;0;0;0
FILTRE;2019;030000087;030780118;DECLA;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1
FILTRE;2019;030000087;030780118;INIT;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;;;;;;;;;;;;1;1;1;0;0;0;0;0
FILTRE;2019;030000095;030780126;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
FILTRE;2019;030000095;030780126;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;030000160;030780282;DECLA;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;030000160;030780282;INIT;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;030001689;030005821;DECLA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;030001689;030005821;INIT;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;030002208;030002158;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;;;;;;;;
FILTRE;2019;030002208;030002158;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;030003669;630000990;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;030003669;630000990;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
